優惠活動,[],0
iPASS 一卡通,[],0
認識一卡通,[],0
產品,[],0
一卡通,[],0
一卡通聯名卡,[],0
NFC 一卡通,[],0
儲值,[],0
現金儲值,[],0
帳戶連結,[],0
自動加值,[],0
支付,[],0
搭乘大眾運輸,[],0
商店消費購物,[],0
服務,[],0
紅利點數,[],0
電子發票,[],0
認識一卡通,[],0
產品,[],0
一卡通,[],0
一卡通聯名卡,[],0
NFC 一卡通,[],0
儲值,[],0
現金儲值,[],0
帳戶連結,[],0
自動加值,[],0
支付,[],0
搭乘大眾運輸,[],0
商店消費購物,[],0
服務,[],0
紅利點數,[],0
電子發票,[],0
LINE Pay Money,[],0
註冊,[],0
服務介紹,[],0
註冊教學,[],0
立即註冊,[],0
儲值,[],0
帳戶儲值,[],0
轉帳儲值,[],0
自動儲值,[],0
轉帳,[],0
好友轉帳,[],0
群組分帳,[],0
支付,[],0
商店付款,[],0
生活繳費,[],0
乘車碼,[],0
註冊,[],0
服務介紹,[],0
註冊教學,[],0
立即註冊,[],0
儲值,[],0
帳戶儲值,[],0
轉帳儲值,[],0
自動儲值,[],0
轉帳,[],0
好友轉帳,[],0
群組分帳,[],0
支付,[],0
商店付款,[],0
生活繳費,[],0
乘車碼,[],0
使用範圍,[],0
交通運輸,[],0
特色商家,[],0
餐飲美食,[],0
商圈景點,[],0
公共服務,[],0
交通運輸,[],0
特色商家,[],0
餐飲美食,[],0
商圈景點,[],0
公共服務,[],0
顧客服務,[],0
交易紀錄查詢,[],0
一卡通交易紀錄,[],0
取得支援,[],0
聯繫我們,[],0
常見問題,[],0
線上客服,[],0
服務據點,[],0
記名/掛失,[],0
普通卡記名,[],0
普通卡掛失,[],0
學生證掛失補發,[],0
學生證掛失繳費,[],0
資訊查詢,[],0
普通卡處理進度,[],0
學生證處理進度,[],0
減碳量成果,[],0
減碳量查詢,[],0
交易紀錄查詢,[],0
一卡通交易紀錄,[],0
取得支援,[],0
聯繫我們,[],0
常見問題,[],0
線上客服,[],0
服務據點,[],0
記名/掛失,[],0
普通卡記名,[],0
普通卡掛失,[],0
學生證掛失補發,[],0
學生證掛失繳費,[],0
資訊查詢,[],0
普通卡處理進度,[],0
學生證處理進度,[],0
減碳量成果,[],0
減碳量查詢,[],0
企業專區,[],0
商家專區,[],0
申請加入,[],0
發票查詢,[],0
LINE Pay mini,[],0
服務介紹,[],0
立即申請,[],0
訂製一卡通,[],0
企業客製卡,[],0
企業識別證,[],0
數位學生證,[],0
商家專區,[],0
申請加入,[],0
發票查詢,[],0
LINE Pay mini,[],0
服務介紹,[],0
立即申請,[],0
訂製一卡通,[],0
企業客製卡,[],0
企業識別證,[],0
數位學生證,[],0
 English,[],0
.,[],0
中文,[],0
English,[],0
首頁>政策與聲明,[],0
>隱私權政策,[],0
隱私權政策,[],0
前言,[],0
本《隱私權政策》適用於由本公司提供的所有產品及服務（以下統稱為服務）及本公司網站，其目的在幫助您瞭解本公司如何蒐集、處理及保護您所提供的個人資料，請您務必詳細閱讀以下資訊：,[],0
適用範圍,[],0
以下的隱私權政策，適用於您購買本公司產品、申辦本公司提供之服務，或使用本公司網站（www.i-pass.com.tw）時，所涉及的個人資料蒐集、運用與保護，但不適用於與本公司網站連結之其他非本公司網站。,[],0
當您在這些網站進行活動時，關於個人資料的蒐集、運用與保護，適用各該網站的隱私權政策。,[],0
關於個人資料之蒐集及利用目的,[],0
(1) 本公司可能會透過下列方式蒐集您個人資料,[],0
產品銷售：,[],0
	當您購買之產品達主管機關規定之一定數量或金額時，或購買本公司與合作機關、廠商合作發行之記名式票卡（例如優惠記名卡、數位學生證等），或為提供您更完善的產品售後服務時，可能會請您提供必要的個人資料，以做為確認身分、身份識別、產品製作、顧客聯繫、統計分析等用途。,[],0
服務申辦：,[],0
	當您申辦需要註冊個人資料的服務時（例如：註冊一卡通記名服務、加入一卡通會員等），可能會請您提供必要的個人資料，以做為身份識別、帳務處理、顧客聯繫、統計分析等用途。,[],0
行銷活動及問卷調查：,[],0
	當您參加本公司行銷活動或問卷調查時，可能會請您提供姓名、電話、電子信箱及連絡地址等個人資料，以作為聯絡用途。,"['姓名', '電子信箱']",0
您也可能因為本公司網站的廣告宣導頻道之超連結，而參與其他網站或機構主辦的抽獎、競賽或行銷活動，對於您主動提供的個人資料，這些機構或連結網站各有其個別的隱私權政策，其資料處理措施不適用本公司隱私權政策，本公司亦不負擔任何連帶責任。,[],0
網站瀏覽：,[],0
	本公司網站會保留您在上網瀏覽或查詢時，伺服器自行產生的相關紀錄（LOG），包括連線設備IP位址、使用時間、使用的瀏覽器、瀏覽及點選資料紀錄等。,[],0
本公司網站會對個別連線者的瀏覽器予以標示，歸納使用者瀏覽器在本公司網站內部所瀏覽的網頁，除非您願意告知您的個人資料，否則本公司網站不會，也無法將此項紀錄和您的個人資料進行對應。,[],0
	本公司網站會使用 Cookies 來儲存您的偏好設定、改善搜尋結果和保持您操作介面與流程的一致性，以及追蹤使用者趨勢，以提昇服務品質。,[],0
該紀錄是以不記名方式進行，僅做統計分析之用。,[],0
您可以在瀏覽器中設定 Cookies 的接受程度，包括接受所有 Cookies、設定 Cookies 時得到通知、拒絕所 有 Cookies 等。,[],0
如果您選擇拒絕所有的 Cookies，可能無法使用部份個人化服務或是參與部份的活動。,[],0
其他：,[],0
	除了您主動於本公司網站登錄提供個人資料外，您可能在本公司網站的討論區、留言版等單元，主動提供個人資料如電子郵件，姓名等。,['姓名'],0
這種形式的資料提供，不在本網站隱私權政策保護的範圍內。,[],0
此外，如果您透過本公司網站寫信聯繫或是透過其他管道向本公司反應意見，本公司也會保存此項通訊及處理紀錄。,[],0
(2) 本公司在蒐集您的個人資料時，將會：,[],0
向您說明本公司蒐集您的個人資料的目的與內容。,[],0
向您說明該個人資料使用的期間、地區、對象及方式。,[],0
告知您可以拒絕提供全部或部份個人資料，但本公司也可能因此無法為您提供某些服務。,[],0
告知您查閱、更改及刪除您所提供個人資料的管道及方法。,[],0
個人資料的披露,[],0
為了提供您其他服務或優惠權益而需要與提供該服務或優惠之第三者共用您的資料時，本公司會在活動時提供充分說明，並且在資料蒐集之前告知您，您可以自由選擇是否接受這項特定服務或優惠。,[],0
基於保護您的隱私權，除非符合以下任一條件，本公司不會將您的個人資料提供、出借或出售給與服務或交易無關之任何第三者：,[],0
	,[],0
事先徵得您本人的同意或授權。,[],0
應法律、法規之要求，或基於善意相信揭露為法律需要。,[],0
本公司委由對公司有保密責任之合作夥伴（企業、組織或個人）處理個人資訊。,[],0
本公司要求該合作夥伴根據本公司的指示處理資料，並遵守本《隱私權政策》和其他適用的任何保密和安全措施。,[],0
