和運租車股份有限公司承諾保護您的個人隱私權。,[],0
本「隱私權聲明」簡述 和運租車股份有限公司在此網站所收集到的資料種類，以及如何使用與保護上述資料的方法。,[],0
同時說明當您蒞臨本網站但不希望提供個人基本資料時應何如處理，以及如何變更已提供給本網站的個人基本資料。,[],0
例如，您的資料不會用於我們向其他廠商網站所購 買或參與的橫標廣告、抽獎及其他廣告或促銷活動中。,[],0
您使用本網站，就表示同意本網站所公布之現行隱私權聲明。,[],0
如果您不同意本聲明內容，請勿在本網站上提供您的資料。,[],0
如果您不同意本聲明內容，請勿在本網站上提供您的資料。,[],0
如果您選擇不在本網站上提供個人基本資料，您將無法使用部分內容，例如進入本網站特定區域、參加抽獎或比賽活動 、索取樣品、或收到我們寄給您的電子郵件。,[],0
本公司依據個人資料保護法（以下稱個資法）第八條第一項規定，向台端告知下列事項，請台端詳閱：,[],0
台端之資料係由台端提供予本公司，本公司將於業務目的範圍內，並合於法令規定使用台端的個人資料。,[],0
在本「隱私權聲明」中，「個人基本資料」意指可辨認個人身份的資料或其保有車輛資料，例如：身份證字號、身份證及駕照之圖片、姓名(含緊急連絡人)、地址、電話號碼(含緊急連絡人)、信用卡資料、暱稱、及電子郵件地址。,['姓名'],0
本網站可能會收集部分或全部上述類型之個人基本資料，個人基本資料包含但不限於本人姓名、身分證號碼、生日、電話(住宅)(公司)、行動電話、e-mail、戶籍地址及聯絡地址、相對人現存本人之所有資料、交易及維修資訊、行動及網路媒體資訊等。,"['姓名', '生日', '行動電話']",0
和運租車股份有限公司保證不會因為您進入本站而收集任何您的個人基本資料，除非您自願提供個人基本資料。,[],0
當您提供個人基本資料予本網站時，即表示您授權我們可依據「隱私權聲明」使用您的個人基本資料，聲明中包括您可以限制我們使用您個人基本資料之權利。,[],0
您所進入的網站亦可能透過您收集第三者的資料（例如網站提供您轉寄文章給朋友的功能，在此情況下我們需要收件者的姓名及電子郵件地址）。,['姓名'],0
請瞭解我們僅使用這些資料於在特定目的（例如寄發您所轉寄的文章）。,[],0
當您在本網站提供個人基本資料時，您所進入的網站將使用您的資料，進行您當初登錄資料之特定目的之作業（例如：讓您參加抽獎或寄送贈品給您），截至本人主動請求相對人刪除、停止處理或利用該個人資料之日，或相對人執行業務所必需之保存期間止。,[],0
和運租車為提供服務及完成交易，將您基本資料提供與和運租車、和泰汽車及其關係企業、台灣地區授權經銷商及有合作關係第三人(註)，本人知悉並同意對象範圍及於未來於和泰汽車及附註所述公司官方網站所增加之公司(https://pressroom.hotaimotor.com.tw/)，（包括我們與其他廠商共同提供的產品與服務）。,[],0
但是您可以在任何時候拒絕上述進一步的聯繫。,[],0
我們將會聘請第三者分析我們網站所收集的資料，包括個人基本資料，這只是為了提升我們的產品與網站。,[],1
因此，如果您訂購 我們的產品或服務，我們會將個人基本資料提供給供應商及其他第三者，以便供應產品或服務。,[],1
上述供應商與其他第三者若未得到我們的授權，將不得將個人基本資料用於其他用途。,[],0
最後請瞭解，如果依法、或因收到搜索票、傳票、法院命令，或配合警方辦案必須提供您的個人基本資料時，我們會依法提供相關資料。,[],0
註：國都汽車、北都汽車、桃苗汽車、中部汽車、南都汽車、高都汽車、蘭揚汽車、東部汽車、和航汽車、中誠汽車、和榮汽車、長源汽車、和泰豐田物料運搬、和泰聯網、和泰移動服務、和泰產險、和潤企業、和運租車、和雲行動服務、車美仕、興聯科技、和泰興業、國瑞汽車、和展投資、和昭實業、和安保代、和全保代、和勁行銷、和泰服務行銷、泛台貨櫃運輸、益台通運、樺台通運、快順倉儲交通、大全彩藝、旭和螺絲、台灣橫濱輪胎、台灣柏原和泰、多羅滿汽車零配件等關係企業及本公司共同行銷、交互運用客戶資料、合作推廣業務之公司。,[],0
您可能聽過「 cookies 」，這是一些由瀏覽器儲存在您電腦硬碟中的簡短資訊。,[],0
和運租車股份有限公司可能會在您蒞臨本網站時使用 cookies 來收集資料，例如您參觀的 特定網站區域，以及您透過我們網站所購買的產品或服務。,[],0
我們收集這些資訊是為了讓我們的網站及產品更合乎使用者的興趣與需求。,[],1
Cookies 也會用於幫助提升您在本網站的瀏覽速度，因為電腦會記住您已提供個人基本資料，因此不會再次要求您提供資料。,[],0
大部分的瀏覽器最初皆設定為可接受 cookies ，您也可以將您的電腦設定為拒絕 cookies 或在接到 cookies 時發出警告。,[],0
當您蒞臨網站且拒絕接受 cookies 時，您可能會無法瀏覽部分網站內容，或無法接收個人化的資訊。,[],0
此外，我們將不斷改良推廣本網站的作法。,[],0
為了幫助我們達到此目標，我們可能會判斷您是由哪個地方點選進入本網站，藉此分析我們網站在網路上曝光程度的高低。,[],1
,[],0
大部分的瀏覽器最初皆設定為可接受 cookies ，您也可以將您的電腦設定為拒絕 cookies 或在接到 cookies 時發出警告。,[],0
當您蒞臨網站且拒絕接受 cookies 時，您可能會無法瀏覽部分網站內容，或無法接收個人化的資訊。,[],0
此外，我們將不斷改良推廣本網站的作法。,[],0
為了幫助我們達到此目標，我們可能會判斷您是由哪個地方點選進入本網站，藉此分析我們網站在網路上曝光程度的高低。,[],1
,[],0
此外，我們將不斷改良推廣本網站的作法。,[],0
為了幫助我們達到此目標，我們可能會判斷您是由哪個地方點選進入本網站，藉此分析我們網站在網路上曝光程度的高低。,[],1
,[],0
有關您電腦的資訊，例如 IP 位址（您電腦連上網際網路時所分配使用的號碼）、您所使用瀏覽器類型、作業系統類型等，也可能會被收集並與您的個人基本資料相連結。,[],0
這是為了確保我們網站能提供訪客最佳的瀏覽經驗，而這些資料是最有效的資料來源。,[],1
最後，我們會在您提供的資料中，增補由第三者所提供的資料。,[],0
我們如此做是為了行銷目的，以提供更符合您需求的產品與服務。,[],0
,[],0
我們採取標準預防措施以確保您個人基本資料的安全。,[],0
所有個人身份資料都是限制存取的，以避免未經授權者存取、修改或濫用。,[],0
