besitz.cyberbiz.co由優食台灣管理顧問股份有限公司所經營，為維護您的個人隱私權及保護您個人資料，本隱私政策將說明優食台灣股份有限公司如何蒐集、處理及利用您於本網站所提供的資料。,[],0
當您註冊為本網站會員或使用本網站所提供服務，將視同您同意本隱私政策。,[],0
若您對本隱私政策有任何疑問或疑慮者，請透過 http://t.uber.com/bag-support 聯繫我們。,[],0
您使用本網站所提供之內容、資訊或資料（下稱「個人資料」），將透過以下方式蒐集、處理及利用，請您詳細閱覽以下規定，若您不同意以下規定，請您立即停止使用本網站所提供之服務：,[],0
 ,[],0
個人資料的蒐集​,[],0
在適用法律允許的範圍內，本網站為提供電子商務服務、售後服務、客戶管理與服務、履行法定或合約義務等目的，將依照各服務之性質，透過您所填寫的表格、註冊帳號、購買商品蒐集您的姓名、連絡方式、為完成收款或付款所需之資料、及其他得以直接或間接識別使用者身分之個人資料。,['姓名'],0
 ,[],0
個人資料的處理和利用​,[],0
本網站所蒐集之個人資料與交易資料，僅供優食台灣管理顧問股份有限公司依照蒐集之目的進行處理和利用。,[],0
為完成提供服務或履行合約義務之必要。,[],0
提供予合作廠商（包含合作物流業者等）以協助完成或終止交易。,[],0
提供予合作廠商（優食台灣股份有限公司及其關聯企業）以協助啟動外送合作夥伴應用程式。,[],0
遵守相關法令規定監管或其義務。,[],0
提供線上及線下的客戶服務與支援。,[],0
 ,[],0
個人資料的安全性,[],0
若因個人疏忽導致之損失，優食台灣管理顧問股份有限公司及其關聯企業將無法承擔其賠償責任，為了保護您的帳戶及個人資料的安全,[],0
請勿提供您的個人資料予第三人申請帳號及密碼。,[],0
請妥善保管個人申請之帳號及密碼，並勿任意將其資料提供予第三人。,[],0
 ,[],0
付款安全性,[],0
本網站提供網路購物之服務係與優食台灣管理顧問股份有限公司及其關聯企業所合作之合法第三方金流服務廠商所提供，由該金流服務廠商提供您線上交易所可能使用之付款管道，您的信用卡資訊將會透過加密網路環境傳輸，若有任何疑問請透過 http://t.uber.com/bag-support 聯繫我們。,[],0
 ,[],0
Cookie政策​,[],0
Cookie 是您的瀏覽器儲存在電腦硬碟上的資料，您可透過瀏覽器的設定以取消或限制此項功能，本網站僅使用Cookie資料來辨認您目前使用的裝置，讓您更安心的購物，並提供更完整的服務，以及呈現最符合需求的廣告。,[],0
 ,[],0
修改與變更,[],0
優食台灣管理顧問股份有限公司保留隨時修訂本隱私政策及相關告知事項之權利。,[],0
當修改或變更後之隱私政策及相關告知事項公告於本網站之翌日起7日後生效。,[],0
建議您隨時注意本隱私政策及相關告知事項之修改或變更。,[],0
若您不同意前開修改或變更，請停止繼續使用本網站之服務。,[],0
EndFragment,[],0
